GlobalEventID,is_supply_chain_relevant,impact_domain_draft,country,summary_kr,error_msg,affected_material,tone_score,event_type,GoldsteinScale,NumArticles,AvgTone,Actor1Type1Code,Actor2Type1Code,ActionGeo_CountryCode,Date,bdi_pct_change,bdi_zscore_20d,stock_volatility_20d,has_stock_data,gdacs_alert_level,rainfall_24h_mm,has_weather_data,event_type_clean
1257530266,False,기타,United States,이 기사는 알래스카에 정착한 우크라이나 난민들의 심리적 고통과 그들이 겪고 있는 법적 불안정성을 다루고 있습니다. 공급망 리스크와는 관련이 없습니다.,,[],-0.5,Political Summit,-9.5,2,-2.94117647058823,,,UP,2025-08-14,0.6913580246913575,-0.201509143243023,0.0,0,0.0,0.0,0,not_relevant
904748105,True,지정학,Zimbabwe,"이번 사건은 짐바브웨의 연료 산업을 둘러싼 권력 다툼이 정치적 불안정성을 초래하고 있으며, 이는 공급망 리스크에 직접적인 영향을 미칠 수 있음을 보여줍니다. 특히, Trafigura와 Sakunda Holdings 간의 파트너십이 경제에 미치는 영향과 지역 내 다른 기업들과의 갈등이 심화되고 있습니다.",,"[""fuel"", ""oil"", ""cobalt""]",-0.5,political conflict,-9.5,2,-4.22222222222222,BUS,BUS,ZI,2020-02-09,-3.712296983758701,-1.3295688427312238,0.0,0,0.0,0.0,0,not_relevant
1077205474,True,지정학,Myanmar,"미얀마의 중국 운영 구리 광산 근처에서 군대의 배치로 인해 6,000명 이상의 주민들이 집을 떠났습니다. 이 사건은 군부의 통치 아래에서 발생한 정치적 불안정과 폭력의 일환으로, 광산 운영에 대한 위협이 커지고 있습니다. 이로 인해 공급망 리스크가 증가하고 있습니다.",,"[""copper""]",-0.5,military troop deployment,-9.5,2,-2.9891304347826,MIL,GOV,BM,2022-12-22,-4.236796285548461,1.7907887938558895,42.76535382812652,1,0.0,0.0,0,military_conflict
1255102538,False,기타,Tajikistan,"타지키스탄에서 여성들이 남편 및 가족 구성원으로부터 폭력을 경험하고 있으며, 정부의 대응이 부족하다는 내용의 보고서입니다. 폭력 피해자들은 안전과 서비스, 정의를 위한 필요가 무시되고 있으며, 생존자 지원을 위한 시민 사회 단체와 쉼터가 생명을 구하는 도움을 제공하고 있습니다. 그러나 정부의 보호 및 서비스 제공, 사건 조사 및 기소, 가해자 처벌에 대한 문제점이 여전히 존재합니다.",,[],-1.0,Domestic Violence,-9.5,10,-5.27766351295763,,,TI,2025-07-31,0.4010025062656686,0.429848561817349,0.0,0,0.0,0.0,0,not_relevant
1252469212,True,기타,China,"2025년 상반기 중국의 일대일로 투자와 인프라 이니셔티브가 1240억 달러에 달하며, 이는 6개월 기준으로 가장 높은 수치입니다. 에너지, 광업 및 첨단 제조업과 같은 전략적 분야에서의 급증이 주요 요인으로 작용하고 있습니다. 특히, 에너지 부문에서 440억 달러의 거래가 이루어졌으며, 금속 및 광업 부문에서도 기록적인 249억 달러의 참여가 있었습니다. 이러한 투자 증가로 인해 공급망의 회복력과 미래 경쟁력을 확보하려는 중국의 전략이 드러나고 있습니다.",,"[""energy"", ""metals"", ""aluminium"", ""copper"", ""EV batteries"", ""solar PV"", ""green hydrogen""]",0.5,investment increase,-9.5,2,0.74766355140187,,,CH,2025-07-17,6.505771248688363,2.337924319600889,0.0,0,0.0,0.0,0,investment_ma
1090675084,True,지정학,Sierra Leone,"시 에라리온에서 진행 중인 선거는 중국의 영향력과 관련된 공급망 리스크를 드러내고 있습니다. 중국의 자본과 지원이 APC 당의 선거 캠페인에 직접적으로 개입하고 있으며, 이는 국가의 주권과 정치적 독립성에 대한 우려를 불러일으키고 있습니다. 이러한 상황은 중국의 자원 투자와 관련된 부정적인 여론을 초래하고 있으며, 이는 향후 공급망의 안정성에 영향을 미칠 수 있습니다.",,[],-0.5,Election,-9.5,3,-0.19011406844106,,,CH,2023-03-24,0.3369272237196741,0.6190030890917205,0.0,0,0.0,0.0,0,not_relevant
1278955384,True,지정학,China,"이 기사는 중국 탕산시의 혁신과 포트 물류 시스템의 통합을 강조하며, 공급망 리스크가 존재할 수 있는 요소들을 다루고 있습니다. 탕산시는 로봇 기술과 포트 물류의 발전을 통해 산업의 효율성을 높이고 있으며, 이는 공급망의 연속성과 안정성을 강화하는 데 기여하고 있습니다. 그러나 이러한 혁신이 외부 요인에 의해 영향을 받을 수 있는 가능성도 존재합니다.",,"[""iron ore""]",0.5,innovation,-9.5,10,3.51437699680511,,MED,CH,2025-12-12,-3.8796861377506486,-1.1423786245662664,8.600482494780364,1,0.0,0.0,0,not_relevant
1037014214,True,지정학,Guinea,"Nimba Development Company와 기니 정부가 Société de Développement Nimba의 전체 지배권을 확보하여 철광석 광산 개발 및 기니에서 라이베리아 해안까지의 철도 확장 계획을 발표했습니다. 이 프로젝트는 지역 경제 발전을 촉진하고, 환경 보호 기준을 준수하며, 기니와 라이베리아 간의 연결성을 높이는 것을 목표로 하고 있습니다.",,"[""iron ore""]",0.5,development announcement,-9.5,5,1.88679245283018,GOV,,AS,2022-03-31,-0.4643309413254526,-1.0050080369037604,30.665603421276632,1,0.0,0.0,0,investment_ma
1231125675,True,기타,Greenland,"그린란드는 자원과 전략적 위치로 인해 공급망 리스크가 존재하는 지역입니다. 특히, 기후 변화로 인해 자원의 접근성이 높아지고 있으며, 이는 국제적인 경쟁을 촉발하고 있습니다. 그린란드의 자원 개발은 환경 보호 규제와 기후의 혹독함으로 인해 복잡한 상황에 처해 있습니다.",,"[""rare earth minerals"", ""oil"", ""natural gas""]",0.3,geopolitical interest,-9.5,2,-0.55741360089187,GOV,,CH,2025-03-10,1.7142857142857126,1.6966740284700546,23.37433385154451,1,0.0,0.0,0,not_relevant
1235848066,True,지정학,Australia,"미국의 새로운 관세가 호주 농업 및 제조업에 미치는 영향에 대한 우려가 커지고 있으며, 호주 정부는 이를 완화하기 위한 재정 지원을 발표했습니다. 특히 소고기, 양고기, 와인 생산자들이 큰 타격을 받을 것으로 예상됩니다. 이러한 상황은 공급망의 안정성에 중대한 영향을 미칠 수 있습니다.",,"[""automobiles"", ""steel"", ""aluminum"", ""beef"", ""sheep meat"", ""wine""]",-0.5,tariff imposition,-9.5,2,-0.54446460980036,,,AS,2025-03-27,-0.795593635250913,0.6530345188966754,0.0,0,0.0,0.0,0,tariff
1024403696,True,기타,United States,"이 기사는 미국의 정치적 상황과 양당 간의 협력 가능성에 대해 다루고 있으며, 특히 무역 및 의료 공급망과 관련된 이슈에 대한 논의가 포함되어 있습니다. 의료 공급망의 독립성을 강조하며, 이는 공급망 리스크와 관련이 있습니다. 따라서 공급망 리스크 분석이 필요합니다.",,"[""medical supplies"", ""steel"", ""aluminum""]",0.2,bipartisan agreement,-9.5,20,0.259403808626605,LAB,BUS,CH,2022-01-21,-4.00271370420624,-1.928082456376097,0.0,0,0.0,0.0,0,not_relevant
1155129471,True,지정학,European Union,"유럽연합이 러시아에 대한 13번째 제재 패키지에 대한 비공식 논의를 시작할 예정입니다. 이는 공급망 리스크에 영향을 미칠 수 있으며, 특히 러시아의 자원 및 원자재 수출에 대한 제재가 강화될 것으로 보입니다.",,"[""diamonds"", ""military-use goods"", ""oil"", ""aluminum""]",-0.5,sanctions,-5.8,10,-7.44186046511628,IGO,,RS,2024-02-01,-0.7153075822603716,-0.6608399612279229,0.0,0,0.0,0.0,0,sanctions_export_ban
1167474230,True,지정학,United States,"산타클라라 카운티의 간호사들이 공정한 계약을 요구하며 파업을 벌이고 있으며, 이로 인해 카운티는 2천만 달러 이상의 비용을 지출하고 있습니다. 간호사들은 임금 인상과 근무 조건 개선을 요구하고 있으며, 이로 인해 환자 안전과 간호사들의 안전이 위협받고 있습니다. 파업으로 인해 일부 수술이 연기되었고, 카운티는 예산에 영향을 받을 것으로 예상하고 있습니다.",,[],-0.5,Strike,-6.5,2,-2.93838862559242,LAB,HLH,US,2024-04-03,-0.1750291715285845,-2.002003385448021,0.0,0,0.0,0.0,0,strike_labor
1062869591,True,지정학,United States,"미국의 화물 철도 파업이 임박하면서 미시간의 20% 화물이 발이 묶일 위기에 처해 있습니다. 이는 자동차 및 농업 등 다양한 산업에 심각한 영향을 미칠 것으로 예상됩니다. 연방 정부는 노조와 철도 간의 협상에 개입하고 있으며, 파업이 발생할 경우 하루에 20억 달러의 경제적 손실이 발생할 수 있습니다. 철도는 미시간의 물류에 필수적이며, 화학 물질 및 원자재의 이동이 중단될 경우 심각한 공급망 혼잡이 발생할 수 있습니다.",,"[""coal"", ""chlorine""]",-0.5,strike,-6.5,10,-5.58292282430213,LAB,MNC,US,2022-09-13,12.101910828025474,1.6466360187702265,0.0,0,0.0,0.0,0,strike_labor
1004383690,True,지정학,Chile,"세계 최대 리튬 생산업체인 Abel이 칠레 아타카마 소금호수의 Salar 공장에서 노동조합과의 협상에 성공하여 한 달 간의 파업을 종료했습니다. 이번 협상으로 인해 공급망 리스크가 완화되었으며, 생산이 정상화되었습니다. 그러나 SQM의 리튬 생산에도 문제가 발생하고 있어, 지역 규제 당국이 환경 허가를 중단할 것을 요청했습니다.",,"[""lithium""]",0.5,labor agreement,-6.5,10,-0.89820359281438,,,CI,2021-09-16,-0.425230333097093,0.9043365782524858,27.767051590352445,1,0.0,0.0,0,not_relevant
1158958892,False,기타,United States,"이 기사는 미국-멕시코 국경에 대한 남다른 관심을 보이는 사우스다코타 주지사 크리스티 노엠의 군대 파견과 관련된 내용을 다루고 있습니다. 공급망 리스크와는 관련이 없으며, 주 정부의 국경 보안 노력에 대한 정치적 논의가 포함되어 있습니다.",,"[""drugs"", ""human trafficking""]",-0.5,border security deployment,-6.5,6,-2.59988249118684,GOV,GOV,US,2024-02-20,0.1841620626151119,1.5159334405595672,0.0,0,0.0,0.0,0,military_conflict
906680370,False,정책,Canada,"캐나다의 교사와 정유소 노동자들이 정부의 강력한 정책에 맞서 싸우고 있으며, 이는 공급망 리스크와 관련이 없습니다.",,[],-0.8,Labor Strike,-6.5,5,-5.53168635875402,,,CA,2020-02-18,3.686635944700467,-0.4125570005121029,0.0,0,0.0,0.0,0,strike_labor
905870519,True,물류,Canada,"캐나다의 원주율이 파이프라인 프로젝트에 대한 시위로 인해 기차 서비스가 중단되었습니다. 이로 인해 식료품, 소비재, 곡물, 공항 제빙액, 건축 자재, 프로판 공급 및 목재, 알루미늄, 석탄과 같은 천연 자원의 운송에 영향을 미칠 것으로 예상됩니다. 공급망 리스크가 발생하고 있습니다.",,"[""food"", ""consumer items"", ""grain"", ""de-icing fluid"", ""construction materials"", ""propane"", ""lumber"", ""aluminum"", ""coal""]",-0.5,protest,-7.5,10,-6.8825910931174,OPP,,CA,2020-02-14,0.9501187648456088,-0.8256419879274352,0.0,0,0.0,0.0,0,protest_unrest
1129066861,True,기타,India,"디지털 기록 시스템이 도입된 지역 병원에서 환자 등록 및 치료 기록을 디지털화하여 의사들이 환자의 의료 이력을 쉽게 접근할 수 있도록 하고 있습니다. 이는 환자 치료의 효율성을 높이고, 의료 서비스의 질을 향상시키는 데 기여할 것으로 보입니다. 또한, 추가 인력이 배치되어 환자 등록을 지원하고 있으며, 향후 모든 부서의 디지털화가 계획되고 있습니다.",,[],0.2,Digital Transformation,-6.5,3,0.39525691699605,HLH,,IN,2023-09-25,1.3182674199623268,1.6129219009256006,0.0,0,0.0,0.0,0,not_relevant
1255040667,False,정책,Canada,"캐나다의 팔레스타인 국가 인정 의도가 미국과의 무역 협상에 부정적인 영향을 미칠 것으로 보이며, 이는 공급망 리스크와 관련이 없다.",,[],-0.5,Political Announcement,-8.0,4,-1.10497237569061,,,US,2025-07-31,0.4010025062656686,0.429848561817349,0.0,0,0.0,0.0,0,not_relevant
1228587176,True,지정학,Rwanda,"이번 기사는 르완다의 전 정보 책임자 제임스 카바레베가 미 정부의 제재를 받게 된 사건을 다루고 있으며, 이는 르완다와 DRC 간의 갈등과 관련된 공급망 리스크를 시사합니다. 카바레베는 M23 반군과의 연관성으로 제재를 받았으며, 이는 르완다의 자원 수익 창출과 관련된 공급망에 영향을 미칠 수 있습니다.",,"[""mineral resources""]",-0.5,sanctions,-8.0,10,-7.29166666666667,,,CA,2025-02-25,3.69261477045908,2.221087120498657,0.0,0,0.0,0.0,0,sanctions_export_ban
1103324570,False,기타,Ukraine,"이 기사는 우크라이나 전쟁과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 무관합니다.",,[],-0.5,Political Conflict,-8.0,8,-5.05287896592245,MED,,US,2023-05-19,-1.2838801711840264,-2.008128476876113,0.0,0,0.0,0.0,0,not_relevant
1246336300,False,기타,Russia,"이 기사는 러시아에 대한 제재와 그 효과에 대한 논의로, 공급망 리스크와는 관련이 없습니다.",,"[""oil"", ""gas"", ""military components""]",-0.5,sanctions,-8.0,3,-6.63316582914573,,BUS,US,2025-05-27,-3.2835820895522394,-1.0881620649008148,0.0,0,0.0,0.0,0,sanctions_export_ban
1188829669,False,기타,USA,"이 기사는 이스라엘 총리 네타냐후의 의회 연설에 대한 보이콧 촉구와 관련된 정치적 시위에 관한 내용으로, 공급망 리스크와는 무관합니다.",,[],-0.8,Protest,-8.0,2,-3.28587075575027,,,US,2024-07-24,-0.2675227394328572,-1.2154540872892552,0.0,0,0.0,0.0,0,protest_unrest
1088709804,True,정책,Canada,"캐나다가 러시아산 철강 및 알루미늄 수입을 금지하는 조치를 취했습니다. 이는 러시아의 우크라이나 침공에 대한 제재의 일환으로, 캐나다 정부는 이러한 조치가 러시아의 경제적 능력을 약화시키고, 전반적인 공급망에 영향을 미칠 수 있다고 보고 있습니다. 그러나 전문가들은 이번 조치가 실제로는 큰 상업적 영향을 미치지 않을 것이라고 분석하고 있습니다.",,"[""steel"", ""aluminum""]",-0.5,import ban,-8.0,2,-3.94736842105264,,,CA,2023-03-10,3.2632342277012283,1.543821874935812,14.51605538824228,1,0.0,0.0,0,sanctions_export_ban
1149994666,True,정책,EU,"EU가 러시아의 세계 최대 다이아몬드 채굴 회사 PJSC Alrosa에 대한 제재를 발표했습니다. 이 제재는 러시아의 다이아몬드 수출을 금지하고 있으며, 이는 배터리 및 기타 기술 제품의 수출 통제와 관련이 있습니다.",,"[""diamonds"", ""lithium batteries"", ""chemicals""]",-0.8,sanction,-8.0,10,-4.78468899521531,IGO,,UP,2024-01-05,1.1505273250239645,-0.8600865302184614,0.0,0,0.0,0.0,0,sanctions_export_ban
1227600278,False,기타,South Africa,"이 기사는 남아프리카 공화국의 외교 정책과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""rare earth minerals"", ""crude oil""]",-0.5,geopolitical tension,-8.0,2,-3.78289473684211,,,RS,2025-02-19,7.491082045184294,2.715456700929648,23.37433385154451,1,0.0,0.0,0,not_relevant
1048753153,False,기타,UK,"이 기사는 영국 외무부의 외교 정책과 대만 및 우크라이나에 대한 군사적 지원에 대한 논의에 초점을 맞추고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""missiles""]",-0.5,military support,-8.0,8,-3.97815912636505,,,RS,2022-06-10,-0.9393680614859125,-1.5398111102277512,0.0,0,0.0,0.0,0,not_relevant
1033957742,True,정책,UK,"영국 정부가 러시아의 우크라이나 침공에 대한 새로운 제재를 발표하면서 러시아 수입품에 대한 금지가 시행된다. 이로 인해 러시아산 보드카 가격이 급등할 것으로 예상된다. 제재는 럭셔리 차량, 고급 패션, 예술 작품 등 다양한 품목에 영향을 미치며, 이는 러시아 경제에 큰 타격을 줄 것으로 보인다.",,"[""vodka"", ""iron"", ""steel"", ""fertilisers"", ""wood"", ""tyres"", ""railway containers"", ""cement"", ""copper"", ""aluminium"", ""silver"", ""lead"", ""iron ore"", ""residue/food waste products"", ""beverages"", ""spirits"", ""vinegar"", ""glass"", ""glassware"", ""cereals"", ""oil seeds"", ""paper"", ""paperboard"", ""machinery"", ""works of art"", ""antiques"", ""fur skins"", ""artificial fur"", ""ships"", ""white fish""]",-0.8,sanction,-8.0,10,-2.9585798816568,,,RS,2022-03-15,-1.393472680601393,1.5763045111314895,0.0,0,0.0,0.0,0,sanctions_export_ban
1041709225,False,기타,Russia,"이 기사는 러시아의 우크라이나 침공에 대한 제재와 관련된 내용으로, 공급망 리스크와 직접적인 관련이 없습니다.",,"[""oil"", ""gas""]",-0.5,sanctions,-8.0,6,-4.55418908531898,,,RS,2022-04-28,-0.9072164948453644,1.2537279544035886,0.0,0,0.0,0.0,0,sanctions_export_ban
972938721,False,기타,Myanmar,"이 기사는 미얀마 군부 쿠데타 이후의 폭력적인 시위와 관련된 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.8,Protests,-8.0,3,-5.80495356037151,MIL,GOV,BM,2021-03-05,2.810567734682401,1.2179799663730326,0.0,0,0.0,0.0,0,protest_unrest
972724898,False,기타,Myanmar,"이 기사는 미얀마의 군사 쿠데타와 관련된 폭력 사태에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,[],-0.8,Violence,-8.0,4,-7.44047619047619,,GOV,BM,2021-03-04,0.9075439591605284,1.0871777206660551,0.0,0,0.0,0.0,0,not_relevant
976729996,False,기타,US,"이 기사는 미국과 유럽 간의 무역 및 백신 배포 문제에 대한 논의와 제재 조치에 대한 내용을 다루고 있으며, 핵심광물 공급망과는 관련이 없습니다.",,"[""AstraZeneca vaccine""]",0.2,Sanctions,-8.0,2,-2.24634968176713,GOV,,BM,2021-03-26,0.2762430939226457,0.8405013959266638,0.0,0,0.0,0.0,0,sanctions_export_ban
937386739,False,기타,중국,"이 기사는 미국과 중국 간의 정치적 압박과 역사적 갈등에 대한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""copper"", ""crude oil""]",-0.5,geopolitical tension,-8.0,8,-2.55439924314096,IGO,,IN,2020-07-27,-1.8223234624145768,-2.095370828207315,18.006651236856833,1,0.0,0.0,0,not_relevant
1068847886,True,정책,미국,"미국이 러시아 알루미늄 수입 금지를 고려하고 있다는 소식에 따라 글로벌 금속 시장이 공급 중단 가능성을 우려하고 있다. 이러한 조치는 알루미늄 가격에 혼란을 초래하고 있으며, 러시아산 금속의 덤핑과 중국의 수요 약화가 시장에 부정적인 영향을 미치고 있다. 전문가들은 이러한 조치가 글로벌 알루미늄 공급망에 중대한 영향을 미칠 수 있다고 경고하고 있다.",,"[""aluminum"", ""bauxite"", ""alumina""]",-0.5,potential sanctions,-8.0,2,-5.99078341013825,,,RS,2022-10-16,1.1001100110010986,0.1329986860547963,37.67367238775394,1,0.0,0.0,0,sanctions_export_ban
1140619125,True,정책,Namibia,"아프리카에서 리튬 채굴이 부패를 조장하고 지역 사회와 환경에 해를 끼칠 위험이 있다는 조사 결과가 나왔다. 나미비아의 중국 운영 리튬 광산에서 현지 근로자들은 열악한 생활 조건과 안전하지 않은 작업 관행에 대해 불만을 제기하고 있다. 또한, 광산 개발 과정에서 부패와 인권 침해가 발생하고 있으며, 이는 리튬 공급망에 부정적인 영향을 미칠 수 있다. 특히 짐바브웨는 원자재 리튬의 수출을 금지했지만, 여전히 많은 양이 밀수되고 있는 상황이다. 이러한 정책적 조치와 부패 문제는 리튬 공급망의 안정성에 심각한 위협이 될 수 있다.",,"[""lithium""]",-0.7,corruption,-8.0,5,-2.06185567010309,,,CH,2023-11-16,4.146919431279628,0.5894480242917042,28.78543918327236,1,0.0,0.0,0,not_relevant
1177336380,False,기타,미국,"이 기사는 미국-멕시코 국경을 넘는 중국 국적자의 급증과 관련된 정치적 상황을 다루고 있으며, 공급망 리스크와는 관련이 없습니다.",,"[""aluminum"", ""lithium-ion batteries""]",-0.5,policy announcement,-8.0,8,-5.14905149051491,,,CH,2024-05-22,-1.3668671405139388,-0.4589521369899221,22.504031757835875,1,0.0,0.0,0,policy_regulation
1033691837,True,정책,인도네시아,"미국과 서방 국가들이 러시아에 대한 경제 제재를 시행함에 따라 러시아의 니켈 수출이 저해될 것으로 보이며, 이는 인도네시아 니켈 생산자에게 기회가 될 수 있다는 분석이 제기되었다. 인도네시아는 니켈의 주요 생산국으로서 미국과 유럽 시장에 진입할 수 있는 가능성이 크다. 그러나 인도네시아의 니켈 생산자들은 환경, 사회, 지배구조(ESG) 기준을 충족하지 못하는 경우가 많아 호주와의 경쟁이 우려된다. 또한, 인도네시아의 물류 비용이 상대적으로 높고, 니켈 품질이 러시아산을 완전히 대체할 수 없다는 점도 도전 과제가 될 것이다. 마지막으로, 인도네시아는 배터리 산업을 위한 니켈 DMO를 검토 중이며, 대규모 수출 준비가 미흡하다는 점도 지적되었다.",,"[""nikel""]",0.5,sanksi ekonomi,-8.0,8,-2.13675213675214,,,ID,2022-03-14,0.3311258278145601,1.935676788907411,0.0,0,0.0,15.6,1,not_relevant
1233332793,False,기타,Indonesia,"이 기사는 서파푸아 원주민들이 키트캣, 스마트ies, 에어로 초콜릿, 오레오 비스킷, 리츠 크래커 및 화장품 브랜드에 대한 보이콧을 촉구하는 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""palm oil""]",-0.8,boycott,-8.0,20,-0.91324200913242,CVL,,ID,2025-03-20,-0.1221747098350656,1.1294769294708604,0.0,0,0.0,30.6,1,not_relevant
1105832871,False,기타,Malaysia,"이 기사는 중국의 군사 장비 전시와 관련된 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""J-10C fighter aircraft"", ""Type 052D destroyer"", ""Type 054A frigate"", ""Littoral Mission Ships (LMS)"", ""Type 071E landing platform dock""]",0.2,Defense exhibition,-8.0,8,-0.93873517786561,MIL,,CH,2023-05-31,-13.000890471950132,-2.406734469153213,0.0,0,0.0,0.0,0,not_relevant
1221247912,True,정책,United States,"미국 정유업체들이 캐나다산 원유에 25% 관세를 부과하겠다는 트럼프 대통령의 위협에 직면해 있으며, 이는 미국 정유업체들에게 큰 타격이 될 것으로 예상된다. 이로 인해 정유업체들의 수익성이 하락할 것으로 보인다. 또한, 미국의 정유 공장 가동률은 90.3%로 유지되고 있지만, EBIT 기대치는 24% 하락했다. 이러한 상황은 공급망에 부정적인 영향을 미칠 수 있다.",,"[""crude oil"", ""natural gas"", ""diesel""]",-0.5,tariff threat,-8.0,3,-2.66789328426863,,,CH,2025-01-17,-3.519061583577709,-1.0309541148904655,0.0,0,0.0,0.0,0,tariff
1267995339,False,기타,Australia,"이 기사는 북한에 대한 유엔 안전 보장 이사회의 제재 집행을 지원하기 위해 호주 공군이 P-8A 포세이돈 해상 순찰기를 일본에 배치한 내용으로, 공급망 리스크와는 관련이 없습니다.",,"[""weapons"", ""military equipment"", ""dual-use technologies"", ""industrial machinery"", ""rare earth metals"", ""coal"", ""oil"", ""refined petroleum products""]",0.5,sanction enforcement,-8.0,4,-4.06504065040651,MIL,,AS,2025-10-11,0.6760270410816505,-1.1543321215543314,0.0,0,0.0,0.0,0,sanctions_export_ban
