,ALI=F,GLNCY,HG=F,LIT,REMX,S32.AX,SYR.AX,TIO=F,VALE
2018-03-27,2255.0,7.118194103240967,2.991499900817871,30.327497482299805,65.99256134033203,2.455406904220581,3.441240072250366,70.3499984741211,6.3985137939453125
2018-03-28,2260.0,6.998263359069824,2.99399995803833,29.65315055847168,64.02542877197266,2.425462484359741,3.1353518962860107,69.86000061035156,6.513615131378174
2018-03-29,2260.0,7.026483535766602,3.0190000534057617,30.05411720275879,65.14950561523438,2.4104907512664795,3.030203104019165,69.69999694824219,6.6548752784729
2018-04-02,2300.0,6.941826343536377,3.040499925613404,29.32508659362793,63.25261688232422,,,66.22000122070312,6.754278659820557
2018-04-03,2300.0,6.977100849151611,3.058000087738037,29.543790817260746,63.86150360107422,2.455406904220581,3.039762020111084,64.3499984741211,6.686264991760254
2018-04-04,2300.0,6.906553268432617,3.006999969482422,29.65315055847168,63.112117767333984,2.4853503704071045,2.982408046722412,62.93999862670898,6.618251800537109
2018-04-05,2300.0,7.06881046295166,3.069499969482422,30.227256774902344,62.94819641113281,2.440434455871582,2.944171905517578,62.66999816894531,6.775205135345459
2018-04-06,2300.0,6.948882579803467,3.053999900817871,29.7989501953125,62.76085662841797,2.447920799255371,2.982408046722412,63.34000015258789,6.623483657836914
2018-04-09,2300.0,6.673747539520264,3.071500062942505,29.698713302612305,62.995025634765625,2.4778647422790527,2.944171905517578,63.91999816894531,6.539774417877197
2018-04-10,2300.0,6.906553268432617,3.13100004196167,30.172584533691406,65.61786651611328,2.60512638092041,2.953731060028076,65.29000091552734,6.853682994842529
2018-04-11,2300.0,6.807786464691162,3.111999988555908,30.09967041015625,65.50077819824219,2.545238494873047,2.8963770866394043,64.27999877929688,6.87460994720459
2018-04-12,2300.0,6.8430609703063965,3.059999942779541,30.327497482299805,64.86848449707031,2.590153932571411,3.001526117324829,64.19000244140625,6.843219757080078
2018-04-13,2300.0,6.913608551025391,3.067500114440918,30.44596099853516,65.24317169189453,2.60512638092041,3.058880090713501,64.62000274658203,6.864147186279297
2018-04-16,2300.0,6.934771537780762,3.0915000438690186,30.418624877929688,65.8286361694336,2.687472343444824,3.039762020111084,64.11000061035156,6.790901184082031
2018-04-17,2300.0,6.984154224395752,3.075000047683716,30.4550724029541,64.68113708496094,2.709930181503296,3.058880090713501,64.2699966430664,7.031564712524414
2018-04-18,2300.0,7.428601264953613,3.1535000801086426,30.856040954589844,65.87547302246094,2.777304649353028,3.097115993499756,64.69000244140625,7.329780101776123
2018-04-19,2300.0,7.477982521057129,3.128000020980835,30.928939819335938,66.34382629394531,2.9045662879943848,3.1353518962860107,65.48999786376953,7.387328147888184
2018-04-20,2300.0,7.470929622650146,3.131500005722046,30.737573623657227,65.68812561035156,2.9419960975646973,3.1640288829803467,65.05000305175781,7.324547290802002
2018-04-23,2300.0,7.421546459197998,3.1080000400543213,30.50064277648925,65.00899505615234,2.964454174041748,3.116234064102173,65.19000244140625,7.1885175704956055
2018-04-24,2300.0,7.449764728546143,3.138499975204468,30.13612365722656,65.12609100341797,2.6799864768981934,3.039762020111084,65.25,7.298387050628662
2018-04-25,2300.0,7.379219055175781,3.131999969482422,29.83540725708008,64.4937973022461,,,65.22000122070312,7.157129764556885
2018-04-26,2300.0,7.372025966644287,3.11299991607666,30.07234001159668,64.0488510131836,2.7398743629455566,3.049320936203003,65.29000091552734,7.324547290802002
2018-04-27,2300.0,7.185029029846191,3.0460000038146973,30.227256774902344,64.14251708984375,2.792276382446289,3.011085033416748,65.2699966430664,7.298387050628662
2018-04-30,2300.0,6.904532909393311,3.052500009536743,30.117904663085938,63.9317512512207,2.784790277481079,3.06843900680542,65.2699966430664,7.240837574005127
2018-05-01,2300.0,6.8182244300842285,3.015000104904175,30.16346740722656,63.36971664428711,2.7623324394226074,3.2118239402771,65.48999786376953,7.083882808685303
2018-05-02,2300.0,6.940491199493408,3.047499895095825,30.0632266998291,63.67416763305664,2.792276382446289,3.125792980194092,67.44000244140625,7.183287143707275
2018-05-03,2300.0,7.012415885925293,3.059000015258789,30.227256774902344,63.580474853515625,2.9045662879943848,3.183146953582764,66.72000122070312,7.26699686050415
2018-05-04,2300.0,6.962069988250732,3.065500020980835,30.609996795654297,63.767826080322266,2.81473445892334,3.154469966888428,66.9800033569336,7.366400718688965
2018-05-07,2300.0,6.969261646270752,3.059499979019165,30.7649154663086,64.44694519042969,2.882108449935913,3.001526117324829,66.69000244140625,7.246070861816406
2018-05-08,2300.0,6.998029708862305,3.040499925613404,30.692007064819336,63.67416763305664,2.8446786403656006,3.011085033416748,66.98999786376953,7.1885175704956055
2018-05-09,2300.0,7.1346821784973145,3.039499998092652,30.774024963378903,63.79125213623047,2.882108449935913,2.982408046722412,66.19999694824219,7.287923812866211
2018-05-10,2300.0,7.292911052703857,3.0924999713897705,30.947168350219727,64.40011596679688,2.9195382595062256,2.982408046722412,66.48999786376953,7.554747104644775
2018-05-11,2300.0,7.458332538604736,3.095000028610229,31.047409057617188,65.50077819824219,2.949481964111328,3.06843900680542,67.48999786376953,7.643688201904297
2018-05-14,2300.0,7.479908943176269,3.0785000324249268,31.111202239990234,64.54063415527344,3.00188422203064,3.06843900680542,67.58999633789062,7.832035064697266
2018-05-15,2300.0,7.336063861846924,3.0425000190734863,30.928939819335938,63.767826080322266,2.964454174041748,3.030203104019165,67.58000183105469,7.8006415367126465
2018-05-16,2300.0,7.623753070831299,3.058500051498413,31.238773345947266,64.37670135498047,2.971940040588379,3.1353518962860107,67.30000305175781,7.915743350982666
2018-05-17,2300.0,7.681291580200195,3.07699990272522,31.712650299072266,65.31343078613281,3.0168566703796387,3.2500600814819336,67.26000213623047,7.863423824310303
2018-05-18,2300.0,7.2857184410095215,3.0510001182556152,31.393695831298828,64.962158203125,3.00188422203064,3.2309420108795166,67.02999877929688,7.627992153167725
2018-05-21,2300.0,7.451140880584717,3.0855000019073486,31.721757888793945,65.6646957397461,2.912052154541016,3.278737068176269,66.8499984741211,7.539051532745361
2018-05-22,2300.0,7.422370433807373,3.11899995803833,31.257009506225582,64.72796630859375,2.882108449935913,3.278737068176269,66.51000213623047,7.528587341308594
2018-05-23,2300.0,7.350449085235596,3.060499906539917,31.14765167236328,62.737422943115234,2.8521642684936523,3.3456499576568604,66.3499984741211,7.502429485321045
2018-05-24,2300.0,7.271334171295166,3.0855000019073486,30.31838035583496,62.01145935058594,2.82222056388855,3.2118239402771,66.36000061035156,7.539051532745361
2018-05-25,2300.0,7.185029029846191,3.066999912261963,30.436845779418945,60.23168182373047,2.807248592376709,3.106674909591675,66.26000213623047,7.340242385864258
2018-05-28,,,,,,2.7623324394226074,3.039762020111084,,
2018-05-29,2300.0,7.012415885925293,3.052000045776367,30.117904663085938,59.62279891967773,2.7623324394226074,3.039762020111084,66.2699966430664,7.031564712524414
2018-05-30,2305.0,7.069952487945557,3.059499979019165,30.373062133789062,59.85698318481445,2.7323882579803467,3.030203104019165,66.0199966430664,7.083882808685303
2018-05-31,2305.0,7.098721981048584,3.058000087738037,30.291051864624023,60.09116744995117,2.784790277481079,3.011085033416748,65.94999694824219,7.115272998809815
2018-06-01,2305.0,7.278526306152344,3.0915000438690186,30.628217697143555,60.559532165527344,2.8371920585632324,2.953731060028076,64.52999877929688,7.340242385864258
2018-06-04,2305.0,7.300104141235352,3.126499891281128,30.947168350219727,59.97407531738281,2.9045662879943848,3.020643949508667,64.55999755859375,7.355937480926514
2018-06-05,2305.0,7.501486301422119,3.190999984741211,30.89249992370605,59.52912521362305,2.8521642684936523,3.001526117324829,64.77999877929688,7.40825605392456
2018-06-06,2305.0,7.702868461608887,3.254499912261963,31.402803421020508,60.23168182373047,2.867136240005493,2.953731060028076,65.16999816894531,7.648919582366943
2018-06-07,2305.0,7.53025484085083,3.2679998874664307,31.21143913269043,59.41203689575195,2.9045662879943848,2.944171905517578,65.16999816894531,7.240837574005127
2018-06-08,2305.0,7.379218101501465,3.2929999828338623,31.21143913269043,59.177860260009766,2.882108449935913,2.8677000999450684,64.73999786376953,7.193749904632568
2018-06-11,2305.0,7.443948268890381,3.250499963760376,31.32079124450684,59.24811172485352,,,65.18000030517578,7.162361145019531
2018-06-12,2305.0,7.372025966644287,3.242500066757202,31.339014053344727,58.28796005249024,2.8371920585632324,2.6956379413604736,65.4000015258789,7.303619861602783
2018-06-13,2305.0,7.609370231628418,3.247999906539917,31.001850128173828,57.53857421875,2.81473445892334,2.676520109176636,65.33999633789062,7.27746057510376
2018-06-14,2305.0,7.580600738525391,3.2165000438690186,31.065635681152344,57.32781982421875,2.8521642684936523,2.609606981277466,65.55999755859375,7.146666049957275
2018-06-15,2305.0,7.292911052703857,3.1410000324249268,30.86515235900879,56.6721076965332,2.9195382595062256,2.676520109176636,65.38999938964844,6.890305995941162
2018-06-18,2305.0,7.2425665855407715,3.10349988937378,30.48241806030273,56.29742050170898,2.882108449935913,2.6860790252685547,65.30000305175781,6.890305995941162
2018-06-19,2305.0,7.041183948516846,3.046499967575073,29.68048667907715,54.166351318359375,2.799762487411499,2.628725051879883,65.01000213623047,6.785669803619385
2018-06-20,2305.0,7.098721981048584,3.046499967575073,29.89008331298828,54.75180816650391,2.792276382446289,2.6478428840637207,65.01000213623047,6.796132564544678
2018-06-21,2305.0,7.055568218231201,3.025000095367432,29.735164642333984,53.74483108520508,2.81473445892334,2.6382839679718018,64.93000030517578,6.581628322601318
2018-06-22,2305.0,7.328872203826904,3.032500028610229,30.09967041015625,54.91574096679688,2.717416524887085,2.6382839679718018,64.88999938964844,6.701960563659668
2018-06-25,2305.0,7.077144145965576,2.992000102996826,29.698713302612305,53.51064682006836,2.702444314956665,2.609606981277466,64.87999725341797,6.560701370239258
2018-06-26,2305.0,6.998029708862305,2.996999979019165,29.72604751586914,53.62773513793945,2.665014266967773,2.600048065185547,64.91000366210938,6.681033611297607
2018-06-27,2305.0,6.890146255493164,2.989500045776367,29.53468132019043,52.92518615722656,2.672499895095825,2.571371078491211,64.8499984741211,6.5188469886779785
2018-06-28,2309.25,6.73911190032959,2.9535000324249268,29.5620174407959,52.9486083984375,2.6799864768981934,2.6669609546661377,64.80999755859375,6.686264991760254
2018-06-29,2309.25,6.832610130310059,2.950999975204468,29.63492202758789,54.11952590942383,2.702444314956665,2.762551069259644,64.80000305175781,6.7071919441223145
2018-07-02,2309.25,6.595266342163086,2.93149995803833,29.48911666870117,53.37013244628906,2.724902629852295,2.71475601196289,64.12999725341797,6.534542560577393
2018-07-03,2309.25,5.9767351150512695,2.9059998989105225,29.55290412902832,52.92518615722656,2.672499895095825,2.6669609546661377,64.08999633789062,6.565932273864746
2018-07-04,,,,,,2.665014266967773,2.6478428840637207,,
2018-07-05,2309.25,6.156540393829346,2.813999891281128,29.51645851135254,52.38657379150391,2.642555952072144,2.6574020385742188,63.060001373291016,6.633946895599365
2018-07-06,2309.25,6.221270561218262,2.812999963760376,29.83540725708008,53.13595199584961,2.709930181503296,2.7434329986572266,62.9900016784668,6.817060470581055
2018-07-09,2309.25,6.33634614944458,2.83899998664856,30.172584533691406,54.68155670166016,2.7323882579803467,2.8199050426483154,63.130001068115234,6.890305995941162
2018-07-10,2309.25,6.2068867683410645,2.8285000324249268,30.354841232299805,55.80562210083008,2.7623324394226074,2.8581409454345703,63.18999862670898,6.848451614379883
2018-07-11,2309.25,5.825698852539063,2.7335000038146973,29.85363006591797,54.00243377685547,2.724902629852295,2.7912280559539795,63.18000030517578,6.618251800537109
2018-07-12,2309.25,5.933581352233887,2.7679998874664307,30.154354095458984,55.14992904663086,2.694958448410034,2.781668901443481,63.209999084472656,6.811829090118408
2018-07-13,2309.25,5.9120049476623535,2.7699999809265137,30.227256774902344,55.47777557373047,2.717416524887085,2.762551069259644,63.2400016784668,6.87460994720459
2018-07-16,2309.25,5.840083599090576,2.756999969482422,29.707826614379883,54.44738006591797,2.717416524887085,2.7721099853515625,63.33000183105469,6.796132564544678
2018-07-17,2309.25,5.876044273376465,2.739500045776367,29.99033164978028,54.68155670166016,2.6575286388397217,2.762551069259644,63.09999847412109,6.9321608543396
2018-07-18,2309.25,5.983926773071289,2.752000093460083,29.86273956298828,53.9555892944336,2.6799864768981934,2.7912280559539795,63.29999923706055,7.015870571136475
2018-07-19,2309.25,5.868851661682129,2.686000108718872,29.707826614379883,53.04227828979492,2.7323882579803467,2.8199050426483154,63.58000183105469,6.738583564758301
2018-07-20,2309.25,5.83289098739624,2.746000051498413,29.59847068786621,52.97202682495117,2.6500422954559326,2.8103458881378174,63.61000061035156,6.764742374420166
2018-07-23,2309.25,5.804121494293213,2.736999988555908,29.051698684692383,52.92518615722656,2.61261248588562,2.7721099853515625,63.72999954223633,6.890305995941162
2018-07-24,2309.25,6.091811180114746,2.799999952316284,29.179283142089844,54.04926681518555,2.672499895095825,2.8581409454345703,63.83000183105469,7.204216003417969
2018-07-25,2309.25,6.170924186706543,2.805999994277954,29.498233795166016,53.51064682006836,2.717416524887085,2.944171905517578,63.869998931884766,7.324547290802002
2018-07-26,2309.25,6.034273147583008,2.803999900817871,29.65315055847168,52.73784255981445,2.709930181503296,2.944171905517578,63.93000030517578,7.382097721099853
2018-07-27,2309.25,6.077425479888916,2.7874999046325684,29.64403343200684,52.035301208496094,2.717416524887085,2.982408046722412,64.08000183105469,7.554747104644775
2018-07-30,2313.5,6.084619045257568,2.7790000438690186,29.397987365722656,51.59034729003906,2.6799864768981934,2.8007869720458984,64.19999694824219,7.61752986907959
2018-07-31,2313.5,6.250039577484131,2.819000005722046,29.64403343200684,51.61377334594727,2.672499895095825,2.877259016036988,64.3499984741211,7.669846057891846
2018-08-01,2313.5,6.019888877868652,2.734999895095825,29.33419609069824,50.70045852661133,2.702444314956665,2.8199050426483154,66.66000366210938,7.355937480926514
2018-08-02,2313.5,5.83289098739624,2.726999998092652,29.33419609069824,49.59980392456055,2.635070562362671,2.752991914749145,66.86000061035156,7.345474720001221
2018-08-03,2313.5,5.9120049476623535,2.753499984741211,29.707826614379883,49.59980392456055,2.5676963329315186,2.71475601196289,68.23999786376953,7.640543460845947
2018-08-06,2313.5,5.804121494293213,2.720999956130981,29.46177864074707,48.40546798706055,2.60512638092041,2.705197095870972,69.08000183105469,7.575928211212158
2018-08-07,2313.5,6.027080535888672,2.740999937057495,29.55290412902832,48.522560119628906,2.60512638092041,2.71475601196289,69.3499984741211,7.532853603363037
2018-08-08,2313.5,6.005504131317139,2.740499973297119,29.99033164978028,48.499149322509766,2.635070562362671,2.6574020385742188,68.80999755859375,7.511314392089844
2018-08-09,2313.5,6.063042640686035,2.755500078201294,29.99033164978028,48.92067337036133,2.717416524887085,2.561811923980713,68.94000244140625,7.339014053344727
2018-08-10,2313.5,5.868851661682129,2.7325000762939453,29.37064743041992,47.79659652709961,2.717416524887085,2.485340118408203,68.58000183105469,7.2097859382629395
2018-08-13,2313.5,5.796930313110352,2.7219998836517334,28.80565643310547,46.74278259277344,2.6575286388397217,2.456662893295288,68.55000305175781,7.199017524719238
2018-08-14,2313.5,5.7753520011901855,2.67549991607666,29.015249252319336,47.14088439941406,2.642555952072144,2.4088680744171143,67.95999908447266,7.344398021697998
2018-08-15,2313.5,5.430126667022705,2.556999921798706,28.441144943237305,45.29084396362305,2.545238494873047,2.3706319332122803,67.72000122070312,6.9674835205078125
2018-08-16,2313.5,5.509241104125977,2.6135001182556152,28.71452522277832,45.314266204833984,2.530266523361206,2.2559239864349365,67.58999633789062,6.86518144607544
2018-08-17,2313.5,5.602739810943604,2.624500036239624,28.79654121398925,46.04022979736328,2.515294075012207,2.2846009731292725,67.98999786376953,6.999791145324707
2018-08-20,2313.5,5.6315083503723145,2.6635000705718994,28.80565643310547,46.46175765991211,2.522780179977417,2.3515141010284424,67.94999694824219,7.0159454345703125
2018-08-21,2313.5,5.667470455169678,2.689500093460083,29.097267150878903,46.48517990112305,2.462892532348633,2.485340118408203,67.6500015258789,6.913641929626465
2018-08-22,2313.5,5.689046382904053,2.6684999465942383,29.079036712646484,46.81303024291992,2.440434455871582,2.3897500038146973,67.69000244140625,7.064405918121338
2018-08-23,2313.5,5.667470455169678,2.6524999141693115,28.723636627197266,46.67252731323242,2.560210466384888,2.456662893295288,67.54000091552734,6.962100982666016
2018-08-24,2313.5,5.861659049987793,2.6989998817443848,29.079036712646484,47.07062911987305,2.537752628326416,2.456662893295288,67.4800033569336,7.118250846862793
2018-08-27,2313.5,5.9767351150512695,2.7049999237060547,29.61669540405273,48.873836517333984,2.530266523361206,2.504457950592041,67.41999816894531,7.317474842071533
2018-08-28,2313.5,5.998312473297119,2.733999967575073,29.55290412902832,49.45929336547852,2.6200978755950928,2.571371078491211,67.3499984741211,7.236708164215088
2018-08-29,2313.5,6.0414652824401855,2.7090001106262207,29.68048667907715,48.873836517333984,2.672499895095825,2.58092999458313,67.27999877929688,7.236708164215088
2018-08-30,2318.75,5.998312473297119,2.690500020980835,29.20661735534668,47.67950439453125,2.6799864768981934,2.533134937286377,67.20999908447266,7.091327667236328
2018-08-31,2318.75,5.825698852539063,2.6489999294281006,29.252182006835938,47.02379989624024,2.60512638092041,2.427985906600952,67.16000366210938,7.107481002807617
2018-09-03,,,,,,2.6200978755950928,2.3515141010284424,,
2018-09-04,2318.75,5.739391803741455,2.5834999084472656,28.86033058166504,46.04022979736328,2.5976407527923584,2.3515141010284424,66.63999938964844,6.757490634918213
2018-09-05,2318.75,5.760969161987305,2.5924999713897705,28.47759246826172,45.26742935180664,2.537752628326416,2.2463650703430176,67.22000122070312,6.795181751251221
2018-09-06,2318.75,5.768345355987549,2.618499994277954,28.322673797607425,44.190189361572266,2.5976407527923584,2.2368059158325195,68.12999725341797,6.994406700134277
2018-09-07,2318.75,5.598687648773193,2.60349988937378,28.23154830932617,44.21361541748047,2.61261248588562,2.2272469997406006,68.06999969482422,7.005176544189453
2018-09-10,2318.75,5.554429054260254,2.6105000972747803,28.26799774169922,43.721824645996094,2.6575286388397217,2.150774955749512,68.16999816894531,6.983638763427734
2018-09-11,2318.75,5.5101704597473145,2.6040000915527344,28.413801193237305,43.3237190246582,2.717416524887085,2.150774955749512,67.77999877929688,6.832874298095703
2018-09-12,2318.75,5.6355695724487305,2.658499956130981,28.65984916687012,44.11994171142578,2.724902629852295,2.150774955749512,67.9800033569336,6.956717014312744
2018-09-13,2318.75,5.760969161987305,2.664499998092652,28.887672424316406,44.190189361572266,2.8296382427215576,2.2559239864349365,68.30999755859375,6.913641929626465
2018-09-14,2318.75,5.731463432312012,2.627500057220459,29.16105461120605,44.494625091552734,2.875648736953736,2.1890110969543457,68.43000030517578,7.134403705596924
2018-09-17,2318.75,5.753591537475586,2.633500099182129,29.279521942138672,44.00284576416016,2.921658754348755,2.150774955749512,68.56999969482422,7.193632125854492
